Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
NV5NZ7YJ,conferencePaper,2017,"Whitehill, Jacob; Seltzer, Margo",A Crowdsourcing Approach to Collecting Tutorial Videos - Toward Personalized Learning-at-Scale,PROCEEDINGS OF THE FOURTH 2017 ACM CONFERENCE ON LEARNING  SCALE LS'17,978-1-4503-4450-0,nan,10114530514573053973,httpswwwwebofsciencecomapigatewayGWVersion2SrcAuthDynamicDOIConfProcSrcAppWOSKeyAID1011452F30514573053973DestAppDOISrcAppSIDUSW2EC0C65gzSvly4r1kaxHTCPzmTSrcJTitlePROCEEDINGSOFTHEFOURTH28201729ACMCONFERENCEONLEARNING40SCALE28L40S271729DestDOIRegistrantNameAssociationforComputingMachinery,"We investigated the feasibility of crowdsourcing full-edged tutorial videos from ordinary people on the Web on how to solve math problems related to logarithms This kind of approach a form of learnersourcing 9, 11 to efficiently collecting tutorial videos and other learning resources could be useful for realizing personalized learning-at-scale, whereby students receive specific learning resources drawn from a large and diverse set that are tailored to their individual and time-varying needs Results of our study, in which we collected 399 videos from 66 unique teachers on Mechanical Turk, suggest that 1 approximately 100 videos - over 80 of which are mathematically fully correct - can be crowdsourced per week for 5video; 2 the average learning gains posttest minus pretest score associated with watching the videos was stat sig higher than for a control video 0105 versus 0045; and 3 the average learning gains 01416 from watching the best tested crowdsourced videos was comparable to the learning gains 01506 from watching a popular Khan Academy video on logarithms",2017,2024-01-25 221439,2024-02-22 232621,2024-01-12 194608,157-160,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Assoc Computing Machinery,New York,English,nan,nan,nan,nan,Clarivate Analytics Web of Science,nan,Num Pages 4 Web of Science ID WOS000630169200023,nan,UsersivancheungZoterostorageJVDD37B7Whitehill and Seltzer - 2017 - A Crowdsourcing Approach to Collecting Tutorial Vipdf,nan,Computer Science; Personalized Learning; Teaching Resources Video; Pre-UBC Tenure,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4th Annual ACM Conference on Learning at Scale L at S,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
UJXKYEE7,conferencePaper,2014,"Challen, Geoffrey; Seltzer, Margo",Enabling MOOC Collaborations Through Modularity,LEARNING WITH MOOCS,nan,nan,nan,nan,nan,2014-04-07,2024-01-25 221439,2024-04-25 183501,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,en,nan,nan,nan,nan,Zotero,nan,nan,nan,UsersivancheungZoterostorageY5ZXJP9SChallen - Enabling MOOC Collaborations Through Modularitypdf,nan,Computer Science; Instructor Feedback; MOOCs; Pre-UBC Tenure,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,LEARNING WITH MOOCS,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
JSIRMUYG,conferencePaper,2012,"Pleiss, Geoffrey; Perry, Madeline; Zastavker, Yevgeniya V",Student self-efficacy in introductory Project-Based Learning courses,2012 Frontiers in Education Conference Proceedings,nan,nan,101109FIE20126462457,httpsieeexploreieeeorgabstractdocument6462457,"The purpose of this study is to determine how introductory Project-Based Learning PjBL courses affect the self-efficacy of first-year engineering students Grounded theory is used to analyze twelve interviews with first-year students about their experiences in two PjBL courses, Engineering Design and Physics Laboratory Data indicate that students' self-efficacy within each course is correlated with the extent to which their course goal perceptions align with those intended by faculty In Engineering Design, students' recognition of the faculty's intended course goals corresponds to higher levels of self-efficacy Conversely, in Physics Laboratory, students' low self-efficacy is correlated with a large gap between their perceived and faculty intended course goals Analysis further reveals that this difference in course goal perceptions may stem from the variations in the courses' contingent scaffolding Finally, our findings suggest that students' self-efficacy may be further supported by dynamic course scaffolding that allows for an increase in students' autonomy throughout a course",2012-10,2024-01-25 221439,2024-02-22 232151,2023-12-06 230708,1-6,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,IEEE Xplore,nan,ISSN 2377-634X,nan,UsersivancheungZoterostorage7ZNP55PH6462457html; UsersivancheungZoterostorageLMF9BPN7Pleiss et al - 2012 - Student self-efficacy in introductory Project-Basepdf,nan,Introductory Courses; Student Performance; Learning Goals; Statistics; First Year; Pre-UBC Tenure,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2012 Frontiers in Education Conference Proceedings,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
LBLZDZJM,journalArticle,2020,"Pete, Shandin",SKC Research Center Uses Indigenous Methodologies in STEM - ProQuest,nan,nan,nan,nan,httpswwwproquestcomopenview38f9481028bd3fe0bfe93b3ae6a74e7f1pq-origsitegscholarcbl42653,"Explore millions of resources from scholarly journals, books, newspapers, videos and more, on the ProQuest Platform",2020,2024-01-25 221439,2024-04-24 182801,2023-12-06 225346,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,en,nan,nan,nan,nan,nan,nan,nan,nan,UsersivancheungZoterostorage8FMYQHT21html,nan,"Earth, Ocean and Atmospheric Sciences; Indigenous Ways of Knowing; Pre-UBC Tenure",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
EL4B8UC9,thesis,2018,"Pete, Shandin",Mediating Cultural Border Crossings between American Indian Tribal College Students and Natural Resources Science Learning Using Culturally Congruent Education - ProQuest,nan,nan,nan,nan,httpswwwproquestcomopenview01897e502c6bb488465c696481a08e4d1pq-origsitegscholarcbl18750,"Explore millions of resources from scholarly journals, books, newspapers, videos and more, on the ProQuest Platform",2018,2024-01-25 221439,2024-04-24 182825,2023-12-06 225401,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,en,nan,nan,nan,nan,nan,nan,nan,nan,UsersivancheungZoterostorage3CYWLFYU1html,nan,"Earth, Ocean and Atmospheric Sciences; Experiential Learning; Indigenous Ways of Knowing; Pre-UBC Tenure; Student Satisfaction",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
PFU3KJYS,journalArticle,2019,"Johnston, Luke; Bonsma-Fisher, Madeleine; Ostblom, Joel; Hasan, Ahmed; Santangelo, James; Coome, Lindsay; Tran, Lina; De Andrade, Elliott; Mahallati, Sara","A graduate student-led participatory live-coding quantitative methods course in R Experiences on initiating, developing, and teaching",Journal of Open Source Education,nan,2577-3569,1021105jose00049,httpsjosetheojorgpapers1021105jose00049,"We present an open source learning module suitable for a semester long course and designed to leverage participatory live-coding techniques to teach both statistical and programming skills to primarily upper-year undergraduate biology students Our learning module has three self-contained submodules spanning sixteen lessons 1 Programming in R, basic data wrangling, and visualizations; 2 Exploratory data analysis, statistics, and modelling; and 3 Collaborative and reproducible science Our learning module includes eight assignments distributed throughout the term to assess students learning and understanding The material is made available as R Markdown documents and designed to be taught using R Notebooks Students are not expected to have any prior knowledge of the R language Our material is licensed under CC-BY 40 while the code is under the MIT License Our course is a response to the growing need for programmatic training emphasizing sound data analysis practices among researchers We believe the included lesson topics, open accessibility, and modularity of our course makes it an ideal resource for instructors",2019-06-06,2024-01-25 221439,2024-02-22 231603,2023-12-06 223544,49,nan,16,20,nan,JOSE,A graduate student-led participatory live-coding quantitative methods course in R,nan,nan,nan,nan,nan,nan,en,nan,nan,nan,nan,DOIorg Crossref,nan,nan,nan,UsersivancheungZoterostorage7ZMQLUWNJohnston et al - 2019 - A graduate student-led participatory live-coding qpdf,nan,Graduate Students; Undergraduate Students; Teaching Resources Digital Other; Statistics; Pre-UBC Tenure; Course Development; Upper Year; Course Implementation,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
EM72TI8U,conferencePaper,2017,"Ola, Oluwakemi",Adapting lesson delivery to accommodate changing classroom sizes,The Western Conference on Science Education,nan,nan,nan,httpsirlibuwocawcseWCSESeventeenFriday6,"Research indicates that class size may influence student achievement Dillon et al, 2002 So how does one adapt the delivery of course content in larger classes so that student achievement is not negatively impacted While some may advocate for smaller classes, university lecturers typically do not have control over the size of their classes An alternative is to focus on increasing student motivation and creating a sense of community In this presentation, I will present observations garnered from teaching an introductory programming class to three different class sizes ie, 50, 100, and 25 students I will also discuss strategies that proved effective in creating a sense of community and motivating students In this session, the audience will be shown how a shift from a primarily lecture-based format to an active learning style was implemented in the different classes As a focus on learning instead of teaching has the potential to impact student achievement Weimer, 2003 this research is of benefit to anyone confronted with changing class sizes Innovative methods for measuring student motivation during the semester will also be discussed",2017-07-07,2024-01-25 221439,2024-04-16 164254,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,UsersivancheungZoterostorageVL7DPLK56html,nan,Computer Science; Engagement; Large Class; Small Class; Pre-UBC Tenure,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
X9BE888D,journalArticle,2020,"Schrum, Kelly; Lukes, Laura; Reid, E Shelley; Osborn, Holly Mitchell",Preparing for the future Building SoTL bridges at a research university,ETH Learning and Teaching Journal,nan,2624-7992,1016906lt-ethv2i2164,httpslearningteachingethzchindexphplt-etharticleview164,"The Stearns Center for Teaching and Learning at George Mason University, a large public research institution in the United States, has designed a series of interventions and collaborations to nurture an emerging scholarship of teaching and learning SoTL community, building bridges to connect colleges and disciplines across a geographically dispersed campus This paper originally a poster presents an overview of these efforts, which may support other institutions in their work to improve student learning now and in the future",2020-12-09,2024-01-25 221439,2024-02-22 230931,2023-12-06 004158,358-362,nan,2,20,nan,nan,Preparing for the future,nan,nan,nan,nan,nan,nan,en,Copyright c 2020 ETH Learning and Teaching Journal,nan,nan,nan,learningteachingethzch,nan,Number 2,nan,UsersivancheungZoterostorageKCUI52Q3Schrum et al - 2020 - Preparing for the future Building SoTL bridges atpdf,nan,"Scholarship of Teaching and Learning; Teaching Practices; Earth, Ocean and Atmospheric Sciences; Student Satisfaction; Pre-UBC Tenure",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NSJXXGDQ,journalArticle,2020,"Lukes, Laura A; Jones, Jason P; McConnell, David A",Self-regulated learning Overview and potential future directions in geoscience,Journal of Geoscience Education,nan,1089-9995,1010801089999520201820828,httpsdoiorg1010801089999520201820828,"Self-regulated learning SRL models provide a framework for understanding the observed variance of student performance in geoscience learning contexts Instructors can potentially use a SRL framework to support students in self-identifying the specific approaches to learning they use when engaging in geoscience learning situations coursework, field experiences, visualization and abstraction tasks, etc and guide them in adopting more effective learning strategies and tactics, ultimately improving their performance and learning Presented here is a summary of a SRL theoretical framework from the educational psychology community, an overview of recent research in science learning at the college-level using SRL frameworks, and recommendations for future SRL research directions in geoscience to promote SRL in teaching and learning practices",2020-10-08,2024-01-25 221439,2024-02-22 230927,2023-12-06 002737,14-26,nan,1,690,nan,nan,Self-regulated learning,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Taylor and FrancisNEJM,nan,Publisher Routledge _eprint httpsdoiorg1010801089999520201820828,nan,UsersivancheungZoterostorageV6PK69LHLukes et al - 2020 - Self-regulated learning Overview and potential fupdf,nan,"Framework; Earth, Ocean and Atmospheric Sciences; Pre-UBC Tenure",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
49TUGA9E,conferencePaper,2020,"Reid, Shelley; Lukes, Laura; Borup, Jered; Clare, Kathleen; Demory, Yvonne; Fleming, Lila; Masterson, Alexandra; McGlinchy, Eric; Roman-Mendoza, Esperanza; Sanghera, Kamaljeet",STEARNS CENTER FEATURED SESSION for Instructors From COVID Crisis to Change Pandemic Pedagogy and Small Changes Going Forward 90 mins with remarks by Interim Provost Ginsberg,Innovations in Teaching  Learning Conference Proceedings,nan,nan,1013021itlcp20202854,httpsjournalsgmueduindexphpITLCParticleview2854,"Since everything -- everything -- about teaching is evolving right now, and will likely still be in flux throughout the academic year, this panel is a works-in-progress discussion about what faculty are doing now in response to new demands on teachers and learners, and how we might take what we're learning forward to build a stronger future for higher education In this session, we focus especially on small changes alterations that faculty have made or could make with their courses during this unprecedented time that don't require wholesale revision but still serve to support or even improve student engagement and learning The session will open with a very brief description by each of our panelists from across the disciplines at Mason of one small change that they made last spring, this summer, or for this fall to support student learning, along with a question that they are still exploring about teaching in this new era We will then break into smaller groups so that participants can also share their changes and questions, and return for a final conversation about how we might all carry the best things we've learned during this  stressful time forward, to improve our teaching and Mason students' learning in the future   Takeaway Participants should leave with several examples of small teaching changes that they can implement or adapt for their current and future courses across all our new modalities In addition, they will be asked to brainstorm at least one way that their teaching can adapt to align with some of the likely evolutions in higher education as we strive to come out of the pandemic not just having survived, but having improved how we serve students and support one another",2020-07-31,2024-01-25 221439,2024-04-15 235730,2023-12-06 004140,nan,nan,nan,120,nan,nan,STEARNS CENTER FEATURED SESSION for Instructors,nan,nan,nan,nan,nan,nan,en,Copyright c 0,nan,nan,nan,journalsgmuedu,nan,nan,nan,UsersivancheungZoterostorageEHPBE6TJReid et al - 2020 - STEARNS CENTER FEATURED SESSION for Instructorspdf,nan,"Teaching Practices; Professional Development; Earth, Ocean and Atmospheric Sciences; Pre-UBC Tenure",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
